"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"4299","Infiniti","EX",2013,"premium unleaded (recommended)",325,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","4dr SUV",24,17,190,40650
"4300","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,58185
"4301","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,62025
"4302","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,62985
"4303","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",22,16,5657,59375
"4304","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,14,5657,66025
"4305","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,57795
"4306","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,14,5657,60835
"4307","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,14,5657,64945
"4308","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",22,16,5657,45435
"4309","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,63375
"4310","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,48360
"4311","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",22,16,5657,60335
"4312","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,48145
"4313","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,62295
"4314","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",22,16,5657,55145
"4315","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,14,5657,51070
"4316","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",22,16,5657,41135
"4317","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,14,5657,47330
"4318","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,44055
"4319","Ford","Expedition",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,44410
"4320","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,58021
"4321","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,49150
"4322","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,62590
"4323","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,63307
"4324","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,65957
"4325","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,58410
"4326","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,46225
"4327","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,59940
"4328","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",19,15,5657,51861
"4329","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",19,15,5657,61061
"4330","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",19,15,5657,65510
"4331","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,66347
"4332","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,62860
"4333","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",20,15,5657,48936
"4334","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",21,15,5657,55370
"4335","Ford","Expedition",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",19,15,5657,68996
"4336","Ford","Explorer Sport Trac",2008,"regular unleaded",292,8,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,31320
"4337","Ford","Explorer Sport Trac",2008,"regular unleaded",292,8,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,31320
"4338","Ford","Explorer Sport Trac",2008,"regular unleaded",210,6,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,30015
"4339","Ford","Explorer Sport Trac",2008,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,27925
"4340","Ford","Explorer Sport Trac",2008,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",20,14,5657,25400
"4341","Ford","Explorer Sport Trac",2008,"regular unleaded",292,8,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",20,13,5657,28800
"4342","Ford","Explorer Sport Trac",2008,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,30015
"4343","Ford","Explorer Sport Trac",2008,"regular unleaded",292,8,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",20,13,5657,26710
"4344","Ford","Explorer Sport Trac",2008,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",20,14,5657,27490
"4345","Ford","Explorer Sport Trac",2008,"regular unleaded",292,8,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,13,5657,29235
"4346","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","rear wheel drive",4,"Crossover,Performance","Compact","Crew Cab Pickup",21,15,5657,31145
"4347","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,14,5657,29835
"4348","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,28510
"4349","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,14,5657,33670
"4350","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Compact","Crew Cab Pickup",19,14,5657,33670
"4351","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,14,5657,29835
"4352","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,14,5657,29820
"4353","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,15,5657,31145
"4354","Ford","Explorer Sport Trac",2009,"regular unleaded",292,8,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,15,5657,27295
"4355","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,32360
"4356","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,14,5657,25985
"4357","Ford","Explorer Sport Trac",2009,"regular unleaded",210,6,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,32360
"4358","Ford","Explorer Sport Trac",2010,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,14,5657,33065
"4359","Ford","Explorer Sport Trac",2010,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,35590
"4360","Ford","Explorer Sport Trac",2010,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,14,5657,28210
"4361","Ford","Explorer Sport Trac",2010,"regular unleaded",210,6,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,35590
"4362","Ford","Explorer Sport Trac",2010,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","Crew Cab Pickup",19,13,5657,30735
"4363","Ford","Explorer Sport",2001,"regular unleaded",203,6,"MANUAL","four wheel drive",2,"N/A","Midsize","2dr SUV",18,14,5657,24055
"4364","Ford","Explorer Sport",2001,"regular unleaded",203,6,"MANUAL","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,16,5657,21035
"4365","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,15,5657,24615
"4366","Ford","Explorer Sport",2002,"regular unleaded",203,6,"MANUAL","four wheel drive",2,"N/A","Midsize","2dr SUV",18,14,5657,24240
"4367","Ford","Explorer Sport",2002,"regular unleaded",203,6,"MANUAL","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,16,5657,21220
"4368","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,13,5657,26075
"4369","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,15,5657,22265
"4370","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,15,5657,23055
"4371","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,13,5657,27780
"4372","Ford","Explorer Sport",2002,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,13,5657,25285
"4373","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",19,14,5657,23835
"4374","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,14,5657,25565
"4375","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",19,14,5657,22545
"4376","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",19,14,5657,25595
"4377","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,14,5657,28760
"4378","Ford","Explorer Sport",2003,"regular unleaded",203,6,"MANUAL","four wheel drive",2,"N/A","Midsize","2dr SUV",17,14,5657,24890
"4379","Ford","Explorer Sport",2003,"regular unleaded",203,6,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",18,14,5657,26915
"4380","Ford","Explorer Sport",2003,"regular unleaded",203,6,"MANUAL","rear wheel drive",2,"N/A","Midsize","2dr SUV",20,15,5657,21870
"4381","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",24,17,5657,33000
"4382","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",23,17,5657,40200
"4383","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",24,17,5657,38200
"4384","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,17,5657,32700
"4385","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,30700
"4386","Ford","Explorer",2015,"regular unleaded",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","4dr SUV",22,16,5657,43100
"4387","Ford","Explorer",2015,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",23,17,5657,35000
"4388","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,16,5657,35400
"4389","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,41300
"4390","Ford","Explorer",2016,"regular unleaded",365,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,5657,52970
"4391","Ford","Explorer",2016,"regular unleaded",365,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,5657,43500
"4392","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,31050
"4393","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,16,5657,33050
"4394","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,16,5657,43300
"4395","Ford","Explorer",2016,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,33400
"4396","Ford","Explorer",2017,"regular unleaded",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","4dr SUV",22,16,5657,53235
"4397","Ford","Explorer",2017,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,16,5657,33310
"4398","Ford","Explorer",2017,"regular unleaded",280,4,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",27,19,5657,41525
"4399","Ford","Explorer",2017,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,33625
"4400","Ford","Explorer",2017,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",24,17,5657,31160
"4401","Ford","Explorer",2017,"regular unleaded",365,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","4dr SUV",22,16,5657,45205
"4402","Ford","Explorer",2017,"flex-fuel (unleaded/E85)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",23,16,5657,35775
"4403","Ford","Explorer",2017,"regular unleaded",280,4,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel,Performance","Midsize","4dr SUV",25,18,5657,43675
"4404","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,19,436,2000
"4405","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","four wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,2000
"4406","Mitsubishi","Expo",1993,"regular unleaded",113,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,21,436,2000
"4407","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",26,19,436,2000
"4408","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","four wheel drive",4,"Hatchback","Compact","4dr Hatchback",22,17,436,2000
"4409","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","four wheel drive",4,"Hatchback","Compact","4dr Hatchback",22,17,436,2000
"4410","Mitsubishi","Expo",1993,"regular unleaded",136,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",26,19,436,2000
"4411","Mitsubishi","Expo",1994,"regular unleaded",136,4,"MANUAL","four wheel drive",4,"Hatchback","Compact","4dr Hatchback",22,18,436,2000
"4412","Mitsubishi","Expo",1994,"regular unleaded",136,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",24,18,436,2000
"4413","Mitsubishi","Expo",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",27,21,436,2000
"4414","Mitsubishi","Expo",1994,"regular unleaded",136,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",25,19,436,2000
"4415","Mitsubishi","Expo",1994,"regular unleaded",136,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",25,19,436,2000
"4416","Mitsubishi","Expo",1995,"regular unleaded",136,4,"AUTOMATIC","four wheel drive",4,"Hatchback","Compact","4dr Hatchback",21,17,436,2000
"4417","Mitsubishi","Expo",1995,"regular unleaded",136,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",24,18,436,2000
"4418","Chevrolet","Express Cargo",2014,"flex-fuel (unleaded/E85)",310,8,"AUTOMATIC","all wheel drive",3,"Flex Fuel","Midsize","Cargo Van",17,13,1385,32760
"4419","Chevrolet","Express Cargo",2014,"regular unleaded",195,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Cargo Van",19,14,1385,27710
"4420","Chevrolet","Express",2014,"flex-fuel (unleaded/E85)",310,8,"AUTOMATIC","all wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,13,1385,34525
"4421","Chevrolet","Express",2014,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,34160
"4422","Chevrolet","Express",2014,"flex-fuel (unleaded/E85)",310,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,13,1385,30970
"4423","Chevrolet","Express",2014,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",17,11,1385,36030
"4424","Chevrolet","Express",2014,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,31865
"4425","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,32190
"4426","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,34485
"4427","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,35915
"4428","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",17,11,1385,36700
"4429","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",17,11,1385,36355
"4430","Chevrolet","Express",2015,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",17,11,1385,34015
"4431","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",16,11,1385,37500
"4432","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,11,1385,32990
"4433","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,11,1385,35285
"4434","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,11,1385,36715
"4435","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",16,11,1385,34815
"4436","Chevrolet","Express",2016,"flex-fuel (unleaded/E85)",285,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",16,11,1385,37155
"4437","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,5657,22295
"4438","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,5657,26160
"4439","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,23830
"4440","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,22315
"4441","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,25730
"4442","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,20490
"4443","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,5657,25160
"4444","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,5657,26460
"4445","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,22615
"4446","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,23160
"4447","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,26575
"4448","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,19910
"4449","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,26030
"4450","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",19,15,5657,19610
"4451","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,5657,22595
"4452","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,5657,25460
"4453","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,5657,28975
"4454","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,23285
"4455","Ford","F-150 Heritage",2004,"regular unleaded",231,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,5657,29275
"4456","Ford","F-150 Heritage",2004,"regular unleaded",202,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,5657,22985
"4457","Ford","F-150 SVT Lightning",1995,"regular unleaded",240,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",15,11,5657,4508
"4458","Ford","F-150 SVT Lightning",1999,"regular unleaded",360,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Performance","Large","Regular Cab Pickup",15,12,5657,5691
"4459","Ford","F-150 SVT Lightning",2000,"regular unleaded",360,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Performance","Large","Regular Cab Pickup",15,12,5657,5860
"4460","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,18,5657,45090
"4461","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,34205
"4462","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,35310
"4463","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,36555
"4464","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,55305
"4465","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,43785
"4466","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,39310
"4467","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,30975
"4468","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,39485
"4469","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,31320
